Customer_ID,Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Churn,Total_Digital_Usage,Balance_per_Product
CUST1341,27,Male,Unemployed,Savings,66,3,515760,15,4,8,0,0.91,1,12,171920.0
CUST0807,44,Female,Employed,Savings,94,2,209856,15,10,9,0,0.54,1,19,104928.0
CUST1246,26,Male,Employed,Current,28,4,63730,10,12,15,1,0.5,0,27,15932.5
CUST1311,43,Female,Self-employed,Savings,167,2,86719,12,4,12,0,0.97,0,16,43359.5
CUST1758,30,Female,Employed,Savings,159,3,287344,4,5,9,1,0.75,1,14,95781.33
CUST0292,27,Female,Employed,Savings,168,4,31201,21,8,6,0,0.53,0,14,7800.25
CUST1250,46,Female,Self-employed,Savings,43,3,20286,13,4,13,1,0.81,1,17,6762.0
CUST1814,40,Female,Self-employed,Savings,122,1,117863,9,9,10,0,0.54,0,19,117863.0
CUST1708,23,Male,Self-employed,Savings,86,1,65200,10,6,8,1,0.53,0,14,65200.0
CUST0297,44,Male,Self-employed,Current,55,4,6001,19,14,8,0,0.75,0,22,1500.25
CUST0860,32,Female,Self-employed,Current,101,1,68279,18,10,8,0,0.97,1,18,68279.0
CUST0605,41,Male,Employed,Current,44,1,62662,18,9,13,0,0.5,0,22,62662.0
CUST2685,40,Male,Employed,Savings,93,2,273905,14,12,9,1,0.57,1,21,136952.5
CUST1835,25,Female,Employed,Savings,129,1,60021,18,7,7,0,0.72,0,14,60021.0
CUST1261,34,Male,Unemployed,Current,73,3,116665,12,7,12,0,0.82,0,19,38888.33
CUST2213,35,Female,Employed,Savings,180,4,95162,14,10,7,0,0.67,1,17,23790.5
CUST0619,31,Female,Unemployed,Savings,100,4,56455,18,6,8,0,0.75,0,14,14113.75
CUST1057,18,Female,Employed,Current,40,1,66845,19,6,9,0,0.62,0,15,66845.0
CUST0083,30,Female,Self-employed,Current,167,2,84144,30,6,7,0,0.58,0,13,42072.0
CUST0866,40,Male,Employed,Fixed Deposit,70,2,480631,15,10,12,0,0.95,0,22,240315.5
CUST2325,45,Male,Self-employed,Savings,136,2,97638,14,11,10,0,0.52,0,21,48819.0
CUST1023,46,Female,Employed,Current,49,3,29869,19,9,8,0,0.61,0,17,9956.33
CUST0076,42,Male,Self-employed,Savings,156,3,10158,17,5,12,3,0.87,1,17,3386.0
CUST1118,33,Female,Self-employed,Savings,151,2,69010,20,10,13,0,0.56,0,23,34505.0
CUST2994,32,Male,Employed,Savings,77,2,210302,8,6,14,0,0.68,0,20,105151.0
CUST2422,29,Female,Employed,Fixed Deposit,141,2,50135,11,8,13,0,0.86,0,21,25067.5
CUST2371,44,Female,Employed,Savings,30,1,300937,18,9,11,0,0.77,1,20,300937.0
CUST2163,29,Male,Employed,Savings,157,1,24754,22,11,8,1,0.75,1,19,24754.0
CUST1401,37,Female,Self-employed,Current,85,3,66469,15,9,11,0,0.99,0,20,22156.33
CUST2898,44,Male,Unemployed,Current,168,3,134654,16,10,11,0,0.98,0,21,44884.67
CUST2656,39,Male,Self-employed,Savings,16,1,75494,16,5,9,0,0.64,1,14,75494.0
CUST1382,37,Female,Employed,Current,136,1,47883,21,13,12,0,0.78,0,25,47883.0
CUST0682,31,Male,Employed,Current,169,1,52437,10,5,7,1,0.95,0,12,52437.0
CUST1448,23,Male,Employed,Savings,42,2,416894,14,8,9,1,0.81,1,17,208447.0
CUST2986,32,Female,Employed,Savings,83,2,8327,17,12,10,0,0.94,1,22,4163.5
CUST1562,26,Female,Employed,Savings,89,2,46687,10,10,7,0,0.99,0,17,23343.5
CUST2445,36,Female,Employed,Current,79,1,48962,14,12,8,0,1.0,1,20,48962.0
CUST0989,35,Female,Self-employed,Savings,33,1,182830,18,4,8,0,0.88,1,12,182830.0
CUST1961,32,Male,Employed,Current,135,1,106545,14,9,13,0,0.65,0,22,106545.0
CUST2440,41,Female,Self-employed,Current,64,1,23392,15,9,9,1,0.89,0,18,23392.0
CUST1738,50,Female,Employed,Current,13,4,74875,17,8,13,0,0.89,1,21,18718.75
CUST2641,36,Female,Employed,Current,31,1,39141,14,7,11,0,0.85,1,18,39141.0
CUST1471,40,Male,Employed,Savings,85,1,107238,20,11,13,0,0.61,1,24,107238.0
CUST2792,34,Female,Employed,Fixed Deposit,139,1,220750,13,4,13,0,0.85,0,17,220750.0
CUST0243,35,Male,Employed,Current,26,2,83990,20,8,12,0,0.83,1,20,41995.0
CUST2154,40,Female,Employed,Current,19,4,331494,15,8,8,0,0.64,0,16,82873.5
CUST2059,39,Female,Employed,Current,93,2,121412,21,10,17,0,0.94,0,27,60706.0
CUST0625,37,Female,Employed,Current,79,2,371112,13,9,12,0,0.97,1,21,185556.0
CUST0386,39,Male,Self-employed,Savings,111,1,44861,15,9,10,0,0.89,0,19,44861.0
CUST2451,26,Female,Self-employed,Current,64,3,195696,17,8,12,1,0.74,1,20,65232.0
CUST0461,37,Male,Employed,Savings,27,1,49736,11,9,12,0,0.94,0,21,49736.0
CUST0141,19,Male,Employed,Savings,159,2,460134,15,8,5,0,0.52,0,13,230067.0
CUST0031,44,Female,Employed,Savings,99,2,88006,14,8,9,0,0.98,0,17,44003.0
CUST1950,42,Male,Unemployed,Savings,74,3,259443,18,4,14,0,0.68,0,18,86481.0
CUST1139,35,Male,Self-employed,Fixed Deposit,126,4,84312,13,9,14,1,0.78,0,23,21078.0
CUST1814,52,Female,Employed,Current,34,1,475748,15,6,5,0,0.51,0,11,475748.0
CUST0094,30,Male,Employed,Current,136,3,230092,17,11,10,0,0.51,0,21,76697.33
CUST0016,48,Female,Employed,Savings,153,1,22230,14,8,8,1,0.96,0,16,22230.0
CUST0178,42,Female,Self-employed,Savings,171,2,124846,16,10,18,0,0.86,0,28,62423.0
CUST1436,57,Male,Employed,Current,35,1,201632,13,8,10,1,0.99,1,18,201632.0
CUST2225,48,Female,Self-employed,Savings,51,4,44849,15,11,5,0,0.79,0,16,11212.25
CUST0524,43,Female,Employed,Current,66,3,86669,15,6,9,0,0.99,1,15,28889.67
CUST1461,41,Female,Self-employed,Savings,120,1,3362,19,21,9,1,0.77,0,30,3362.0
CUST0924,40,Male,Employed,Savings,119,2,337775,14,9,4,0,0.78,1,13,168887.5
CUST1602,44,Female,Self-employed,Savings,87,3,115448,17,5,10,0,0.91,0,15,38482.67
CUST0204,43,Male,Unemployed,Current,177,2,175733,13,8,8,1,0.75,0,16,87866.5
CUST2421,47,Female,Employed,Current,115,1,102097,16,9,6,0,0.64,1,15,102097.0
CUST2694,34,Female,Employed,Savings,53,1,324562,19,5,10,0,0.85,1,15,324562.0
CUST2432,53,Male,Employed,Savings,77,1,44724,17,8,13,2,0.7,0,21,44724.0
CUST2363,22,Male,Employed,Savings,23,3,42570,18,5,22,0,0.66,0,27,14190.0
CUST0259,48,Male,Employed,Savings,175,4,71227,15,9,6,0,0.8,0,15,17806.75
CUST0494,21,Female,Self-employed,Current,39,1,197319,14,9,6,0,0.72,0,15,197319.0
CUST1889,35,Female,Employed,Savings,124,3,62673,18,4,10,0,0.63,1,14,20891.0
CUST1784,27,Female,Employed,Savings,15,1,188470,22,8,7,0,0.85,0,15,188470.0
CUST1313,48,Male,Self-employed,Savings,145,1,220131,11,6,10,0,0.73,0,16,220131.0
CUST1355,42,Male,Employed,Savings,74,1,184947,12,9,8,0,0.91,0,17,184947.0
CUST1132,28,Male,Self-employed,Savings,100,1,169234,16,7,11,0,0.77,0,18,169234.0
CUST1325,46,Female,Employed,Savings,161,1,50239,16,9,7,0,0.62,1,16,50239.0
CUST0010,37,Female,Employed,Current,81,1,309522,11,6,10,0,0.69,0,16,309522.0
CUST0170,42,Male,Employed,Savings,101,2,14302,19,4,12,0,0.91,0,16,7151.0
CUST2450,44,Male,Employed,Savings,28,1,8173,13,11,8,0,0.88,1,19,8173.0
CUST1233,30,Male,Employed,Current,143,1,10159,21,10,11,1,0.76,0,21,10159.0
CUST1851,38,Female,Employed,Savings,147,1,189870,16,13,8,2,0.96,0,21,189870.0
CUST1673,18,Female,Employed,Current,14,2,163877,18,9,8,0,1.0,0,17,81938.5
CUST0108,31,Female,Self-employed,Savings,157,1,171771,14,7,14,1,0.91,0,21,171771.0
CUST0008,43,Female,Employed,Savings,139,1,262809,13,10,13,0,0.77,0,23,262809.0
CUST0261,41,Female,Employed,Current,162,1,55141,15,4,7,0,0.98,0,11,55141.0
CUST2589,37,Male,Employed,Current,167,1,17285,15,5,12,0,0.77,1,17,17285.0
CUST2374,42,Female,Self-employed,Savings,103,2,788687,15,9,5,0,0.89,1,14,394343.5
CUST1098,26,Male,Self-employed,Current,22,3,125728,12,7,5,0,0.9,0,12,41909.33
CUST1609,26,Female,Employed,Savings,135,1,39364,17,7,13,0,0.81,1,20,39364.0
CUST1911,39,Male,Employed,Current,24,3,142220,14,5,7,0,0.99,0,12,47406.67
CUST1286,36,Female,Self-employed,Current,116,3,237194,10,10,12,0,0.54,0,22,79064.67
CUST1760,39,Female,Self-employed,Savings,160,4,622608,8,7,8,0,0.55,0,15,155652.0
CUST1747,47,Male,Employed,Savings,153,3,142892,14,7,9,0,0.95,0,16,47630.67
CUST1243,52,Female,Unemployed,Current,17,3,238122,9,5,13,1,0.55,1,18,79374.0
CUST2744,22,Female,Employed,Current,74,3,33811,17,10,8,0,0.7,0,18,11270.33
CUST0667,39,Male,Employed,Savings,81,1,46230,14,9,9,0,0.61,0,18,46230.0
CUST1143,49,Male,Self-employed,Savings,116,1,84264,8,11,11,0,0.69,0,22,84264.0
CUST0452,42,Female,Employed,Current,97,2,385793,24,10,11,1,0.87,0,21,192896.5
CUST0856,47,Male,Employed,Savings,136,2,41105,18,8,11,0,0.55,1,19,20552.5
CUST1603,36,Male,Employed,Savings,112,1,133829,12,6,13,1,1.0,0,19,133829.0
CUST2670,51,Female,Employed,Savings,23,1,194873,15,11,12,0,0.88,0,23,194873.0
CUST1960,26,Female,Unemployed,Current,151,2,2896,6,6,12,0,0.55,1,18,1448.0
CUST0646,25,Female,Employed,Savings,137,2,46344,9,5,9,0,0.85,0,14,23172.0
CUST1060,34,Female,Employed,Current,106,2,29918,19,16,10,0,0.64,0,26,14959.0
CUST1264,28,Male,Employed,Savings,179,2,30441,17,10,14,1,0.61,0,24,15220.5
CUST0891,43,Female,Unemployed,Savings,82,2,507217,8,8,11,3,0.76,1,19,253608.5
CUST1656,31,Female,Self-employed,Savings,118,1,97928,18,7,10,2,0.94,1,17,97928.0
CUST1886,33,Male,Employed,Savings,84,1,112230,20,9,7,0,0.55,1,16,112230.0
CUST1328,22,Male,Self-employed,Fixed Deposit,151,2,102713,11,6,13,0,0.67,1,19,51356.5
CUST0665,39,Male,Self-employed,Current,129,2,90421,12,7,10,0,0.58,0,17,45210.5
CUST2035,42,Female,Self-employed,Current,151,1,32184,13,6,6,0,0.7,0,12,32184.0
CUST1636,22,Male,Employed,Current,162,1,102081,16,9,7,0,0.69,0,16,102081.0
CUST0793,49,Female,Employed,Savings,173,2,271707,11,10,11,0,0.72,0,21,135853.5
CUST1412,26,Female,Employed,Fixed Deposit,90,1,73319,17,7,9,0,0.94,0,16,73319.0
CUST2511,40,Female,Self-employed,Current,113,4,1506,19,5,5,0,0.91,1,10,376.5
CUST1204,37,Female,Unemployed,Current,49,1,446982,14,10,10,0,0.91,1,20,446982.0
CUST0278,26,Male,Unemployed,Current,108,3,38952,11,7,7,0,0.96,1,14,12984.0
CUST0241,29,Female,Employed,Current,31,2,157680,18,7,11,0,0.54,1,18,78840.0
CUST0024,44,Male,Self-employed,Savings,126,3,69964,16,8,9,0,0.9,0,17,23321.33
CUST2727,34,Male,Self-employed,Current,178,2,524225,12,7,14,0,0.67,0,21,262112.5
CUST1727,33,Male,Self-employed,Savings,101,1,65993,19,8,13,0,0.52,0,21,65993.0
CUST2085,44,Male,Self-employed,Savings,61,2,78183,15,11,7,0,0.57,0,18,39091.5
CUST2734,39,Female,Employed,Savings,98,2,69212,13,11,8,1,0.58,1,19,34606.0
CUST2614,33,Female,Self-employed,Savings,76,1,276734,18,5,7,0,0.69,0,12,276734.0
CUST1327,37,Female,Employed,Current,102,2,120131,15,8,12,0,0.6,0,20,60065.5
CUST1743,22,Male,Self-employed,Savings,65,1,75130,15,8,7,0,0.95,0,15,75130.0
CUST1695,57,Female,Self-employed,Savings,14,1,30132,24,7,18,0,0.57,0,25,30132.0
CUST0378,33,Female,Self-employed,Savings,178,1,109258,17,3,11,0,0.67,0,14,109258.0
CUST0549,29,Female,Employed,Fixed Deposit,123,2,337069,11,6,7,0,0.97,1,13,168534.5
CUST1639,49,Male,Employed,Current,84,3,57746,17,8,7,0,0.62,0,15,19248.67
CUST1268,43,Female,Employed,Savings,108,1,379607,12,8,5,0,0.77,0,13,379607.0
CUST2096,49,Male,Employed,Savings,109,2,115732,21,8,9,0,0.82,0,17,57866.0
CUST2512,41,Female,Self-employed,Savings,31,3,152121,15,3,6,0,0.93,1,9,50707.0
CUST0393,39,Female,Employed,Savings,43,1,96934,12,6,7,0,0.78,0,13,96934.0
CUST1395,42,Male,Employed,Savings,33,2,89235,11,6,11,0,0.94,0,17,44617.5
CUST1213,38,Male,Employed,Current,70,1,421173,11,9,13,1,0.52,0,22,421173.0
CUST0311,39,Male,Employed,Current,55,2,113820,17,14,16,0,0.55,0,30,56910.0
CUST2237,54,Male,Employed,Current,101,2,57580,14,8,10,0,0.79,0,18,28790.0
CUST1442,44,Female,Employed,Fixed Deposit,101,1,105142,8,3,12,1,0.84,0,15,105142.0
CUST1406,51,Male,Self-employed,Current,51,1,498778,15,6,9,0,0.76,0,15,498778.0
CUST2086,36,Female,Employed,Current,137,1,133615,15,5,12,0,0.55,0,17,133615.0
CUST1108,27,Female,Unemployed,Current,30,4,67677,14,6,11,0,0.53,1,17,16919.25
CUST0319,27,Female,Employed,Savings,69,1,313721,11,12,8,1,0.67,0,20,313721.0
CUST2734,22,Female,Employed,Current,129,1,87092,23,13,11,0,0.59,1,24,87092.0
CUST2894,18,Female,Employed,Current,91,1,177186,15,10,9,1,0.74,0,19,177186.0
CUST1862,31,Female,Self-employed,Savings,130,1,224524,17,5,8,0,0.83,0,13,224524.0
CUST1666,30,Male,Employed,Savings,38,1,159884,14,9,8,0,0.95,0,17,159884.0
CUST0120,49,Female,Employed,Fixed Deposit,61,1,62687,15,11,11,0,0.96,0,22,62687.0
CUST2760,19,Female,Self-employed,Current,14,3,31027,12,9,10,1,0.74,0,19,10342.33
CUST1557,37,Female,Unemployed,Savings,114,1,10916,17,5,13,0,0.58,0,18,10916.0
CUST2489,31,Female,Employed,Savings,122,3,194511,16,17,9,1,0.81,0,26,64837.0
CUST0599,42,Female,Employed,Current,151,1,42656,12,11,8,0,0.82,0,19,42656.0
CUST2120,43,Female,Self-employed,Savings,85,1,379732,16,10,8,0,0.97,0,18,379732.0
CUST1339,27,Female,Employed,Savings,94,1,199765,10,3,12,0,0.55,0,15,199765.0
CUST2762,33,Female,Employed,Savings,69,1,279379,20,7,9,0,0.97,0,16,279379.0
CUST2129,24,Male,Employed,Savings,32,3,325856,9,8,10,0,0.74,0,18,108618.67
CUST1079,36,Female,Self-employed,Current,129,2,63095,13,5,10,1,0.77,0,15,31547.5
CUST0134,31,Male,Employed,Savings,100,1,102321,13,11,5,1,0.94,0,16,102321.0
CUST0424,29,Male,Unemployed,Current,98,2,138883,12,6,10,0,0.75,0,16,69441.5
CUST2804,25,Male,Employed,Current,89,2,29370,17,5,8,1,0.99,0,13,14685.0
CUST2054,36,Female,Employed,Savings,36,3,29445,15,4,9,0,0.73,0,13,9815.0
CUST0879,36,Female,Employed,Savings,122,1,150383,15,8,15,1,0.89,1,23,150383.0
CUST0668,29,Male,Employed,Current,86,4,8763,15,16,11,0,0.85,1,27,2190.75
CUST1824,51,Female,Employed,Current,114,2,77259,13,8,16,0,0.53,0,24,38629.5
CUST0049,23,Male,Employed,Savings,125,1,18965,16,6,11,0,0.65,0,17,18965.0
CUST1500,33,Male,Employed,Savings,91,4,43524,14,10,11,0,0.66,0,21,10881.0
CUST2757,44,Male,Self-employed,Savings,145,4,294854,17,10,11,0,0.86,0,21,73713.5
CUST2507,46,Female,Self-employed,Fixed Deposit,167,2,117087,12,7,9,0,0.6,0,16,58543.5
CUST0303,18,Male,Employed,Savings,148,3,38920,10,9,7,0,0.59,0,16,12973.33
CUST2238,18,Female,Self-employed,Fixed Deposit,177,1,93851,17,3,7,0,0.56,0,10,93851.0
CUST0191,53,Female,Unemployed,Savings,38,1,84405,16,5,7,0,0.83,1,12,84405.0
CUST2494,36,Male,Employed,Savings,100,2,270039,19,12,12,0,0.83,0,24,135019.5
CUST2167,39,Male,Employed,Savings,177,1,18932,16,7,9,0,0.5,0,16,18932.0
CUST1651,35,Female,Self-employed,Current,145,1,64708,19,7,12,0,0.85,0,19,64708.0
CUST0817,19,Male,Employed,Savings,13,2,384301,16,8,11,0,0.72,0,19,192150.5
CUST2109,19,Male,Employed,Savings,175,3,152632,19,10,15,0,0.93,0,25,50877.33
CUST1446,44,Female,Employed,Savings,125,2,157265,17,12,12,0,0.91,1,24,78632.5
CUST1316,39,Male,Employed,Fixed Deposit,82,3,487026,14,7,9,0,0.62,0,16,162342.0
CUST1397,28,Male,Self-employed,Savings,61,2,187641,19,7,17,0,0.87,1,24,93820.5
CUST1559,21,Female,Employed,Savings,160,4,175287,18,8,6,0,0.94,0,14,43821.75
CUST2163,42,Male,Employed,Savings,46,3,201128,9,7,11,0,0.84,1,18,67042.67
CUST2978,26,Female,Self-employed,Savings,94,2,104642,18,9,4,1,0.68,0,13,52321.0
CUST1624,32,Male,Employed,Savings,101,1,133126,19,5,9,0,0.67,0,14,133126.0
CUST0950,43,Male,Unemployed,Savings,25,1,105199,19,9,10,0,0.64,1,19,105199.0
CUST1437,26,Female,Employed,Savings,153,3,110944,14,2,9,0,0.58,0,11,36981.33
CUST0698,22,Male,Employed,Current,64,2,439281,11,7,7,1,0.95,0,14,219640.5
CUST1787,54,Female,Employed,Current,170,3,33681,14,10,7,0,0.65,0,17,11227.0
CUST1227,30,Male,Employed,Current,20,1,143234,17,5,8,0,0.57,0,13,143234.0
CUST0758,53,Female,Employed,Current,82,2,24034,10,11,1,0,0.6,0,12,12017.0
CUST0993,30,Male,Employed,Savings,165,1,114107,10,12,15,0,0.62,0,27,114107.0
CUST1464,39,Male,Employed,Savings,180,4,431748,19,7,6,0,0.91,0,13,107937.0
CUST2995,40,Male,Employed,Fixed Deposit,127,2,15005,12,11,9,0,0.55,0,20,7502.5
CUST2738,23,Male,Employed,Savings,129,1,28970,15,11,7,1,0.86,1,18,28970.0
CUST0251,28,Female,Self-employed,Savings,24,2,14053,17,11,9,0,0.7,1,20,7026.5
CUST2608,54,Female,Employed,Fixed Deposit,64,4,11722,5,8,9,0,0.92,1,17,2930.5
CUST0643,35,Male,Employed,Savings,147,1,130504,14,5,8,0,0.79,1,13,130504.0
CUST1346,32,Female,Unemployed,Savings,39,1,285719,9,4,4,0,0.87,0,8,285719.0
CUST2624,33,Female,Self-employed,Savings,58,3,335856,20,10,10,0,0.67,1,20,111952.0
CUST2216,30,Male,Self-employed,Savings,40,1,89821,12,13,8,0,0.75,0,21,89821.0
CUST2836,34,Female,Employed,Current,180,1,25892,19,8,7,0,0.79,0,15,25892.0
CUST2126,37,Male,Employed,Savings,72,1,37264,8,12,6,0,0.67,1,18,37264.0
CUST0665,18,Female,Self-employed,Savings,74,2,350304,13,7,10,0,0.79,0,17,175152.0
CUST1517,27,Female,Employed,Savings,51,2,55427,16,5,9,0,0.52,1,14,27713.5
CUST1448,40,Male,Self-employed,Savings,34,1,95512,20,8,9,1,0.91,1,17,95512.0
CUST0445,34,Male,Employed,Current,114,1,19886,22,3,10,0,0.83,0,13,19886.0
CUST0095,36,Male,Employed,Savings,81,1,86940,18,3,8,0,0.62,0,11,86940.0
CUST0379,32,Male,Self-employed,Fixed Deposit,79,2,240331,14,10,11,0,0.65,1,21,120165.5
CUST1366,47,Male,Self-employed,Savings,61,1,421948,13,8,3,0,0.6,1,11,421948.0
CUST2269,35,Female,Employed,Current,30,3,14123,10,8,7,0,0.88,0,15,4707.67
CUST2744,34,Female,Employed,Current,157,1,335088,14,10,15,0,0.89,0,25,335088.0
CUST0620,42,Male,Employed,Savings,33,2,203481,8,9,4,0,0.63,1,13,101740.5
CUST0448,58,Female,Employed,Current,162,3,106346,18,8,6,0,0.63,0,14,35448.67
CUST0242,40,Female,Employed,Savings,33,3,250493,15,7,10,0,0.5,1,17,83497.67
CUST2975,47,Male,Self-employed,Savings,71,2,53817,11,7,7,0,0.67,0,14,26908.5
CUST2862,27,Male,Unemployed,Current,128,2,123501,20,10,11,0,0.87,0,21,61750.5
CUST1992,36,Male,Self-employed,Savings,80,2,224863,7,5,6,0,0.86,0,11,112431.5
CUST2974,30,Female,Employed,Savings,139,1,6490,13,7,11,1,0.77,0,18,6490.0
CUST0407,44,Female,Employed,Current,50,3,27586,17,6,7,0,0.59,1,13,9195.33
CUST2277,36,Female,Unemployed,Savings,176,2,141931,10,11,10,0,0.51,1,21,70965.5
CUST2833,41,Male,Employed,Current,143,4,73202,13,11,12,0,0.65,0,23,18300.5
CUST1498,62,Female,Unemployed,Savings,62,3,396844,13,3,4,0,0.96,1,7,132281.33
CUST2747,28,Male,Self-employed,Savings,42,1,79673,10,7,17,0,0.6,1,24,79673.0
CUST1465,41,Male,Employed,Savings,77,2,149158,14,3,15,0,0.68,1,18,74579.0
CUST0218,25,Female,Employed,Savings,130,1,138463,15,9,18,0,0.95,1,27,138463.0
CUST0648,28,Female,Employed,Current,70,1,190362,16,6,5,0,0.82,0,11,190362.0
CUST0079,46,Female,Employed,Current,143,2,92229,10,8,13,0,0.93,0,21,46114.5
CUST1531,34,Female,Employed,Current,29,2,263806,13,7,10,0,0.6,0,17,131903.0
CUST2285,39,Male,Employed,Current,52,1,1682,16,9,14,0,0.57,1,23,1682.0
CUST0579,28,Male,Unemployed,Savings,163,3,40595,15,10,12,0,0.93,0,22,13531.67
CUST1831,34,Male,Employed,Current,131,1,17834,16,8,7,0,0.9,1,15,17834.0
CUST2977,25,Male,Employed,Savings,33,3,350174,14,12,12,1,0.78,1,24,116724.67
CUST0422,41,Female,Employed,Savings,133,1,118657,13,5,11,0,0.75,0,16,118657.0
CUST0493,26,Female,Employed,Current,29,1,146709,15,5,10,1,0.7,0,15,146709.0
CUST0730,32,Female,Employed,Fixed Deposit,88,1,138154,10,13,13,0,0.53,0,26,138154.0
CUST2257,37,Female,Employed,Savings,167,4,407769,16,9,15,1,0.82,0,24,101942.25
CUST0599,31,Male,Employed,Current,42,2,39449,12,7,11,0,0.86,1,18,19724.5
CUST0877,22,Male,Self-employed,Savings,62,3,13762,13,6,10,1,0.78,0,16,4587.33
CUST2406,38,Female,Self-employed,Savings,29,1,47036,18,5,13,0,0.84,0,18,47036.0
CUST1065,43,Female,Self-employed,Current,35,1,26451,6,5,7,0,0.54,0,12,26451.0
CUST0904,52,Male,Employed,Current,89,3,181802,14,7,13,0,0.74,0,20,60600.67
CUST0848,20,Female,Self-employed,Savings,19,1,6018,19,5,7,0,0.82,0,12,6018.0
CUST0450,25,Female,Employed,Current,147,1,241868,15,14,13,0,0.69,0,27,241868.0
CUST1256,33,Male,Self-employed,Fixed Deposit,128,2,356100,10,5,5,1,0.7,1,10,178050.0
CUST1358,23,Female,Unemployed,Savings,123,2,29768,18,3,10,0,0.58,0,13,14884.0
CUST2444,50,Male,Self-employed,Savings,179,2,9340,26,8,9,0,0.75,0,17,4670.0
CUST1864,36,Male,Self-employed,Savings,177,3,257275,12,8,15,0,0.78,0,23,85758.33
CUST0041,39,Female,Employed,Current,117,1,243581,13,5,16,0,0.8,1,21,243581.0
CUST0201,64,Male,Employed,Current,61,2,423514,6,9,7,0,0.58,0,16,211757.0
CUST0052,28,Female,Employed,Current,114,1,10654,10,8,5,0,0.91,1,13,10654.0
CUST1249,39,Male,Self-employed,Current,135,4,252154,15,8,9,0,0.62,0,17,63038.5
CUST0680,37,Female,Employed,Current,158,1,27553,13,6,18,0,0.75,1,24,27553.0
CUST0577,46,Male,Employed,Savings,113,1,198867,11,7,14,0,0.5,0,21,198867.0
CUST0457,37,Female,Employed,Current,22,3,35900,22,12,13,0,0.63,1,25,11966.67
CUST1015,34,Female,Employed,Savings,56,2,112826,18,5,11,1,0.8,0,16,56413.0
CUST1927,38,Female,Self-employed,Savings,125,2,68842,20,6,8,2,0.7,1,14,34421.0
CUST1565,28,Male,Employed,Savings,125,3,166130,13,8,8,0,0.62,0,16,55376.67
CUST1044,54,Female,Employed,Savings,30,3,59749,17,13,19,0,0.76,0,32,19916.33
CUST1230,54,Male,Employed,Current,73,4,165670,13,8,10,0,0.73,0,18,41417.5
CUST2172,27,Female,Self-employed,Savings,14,3,343597,27,9,11,0,0.67,0,20,114532.33
CUST2640,18,Male,Employed,Savings,66,4,66840,19,11,8,1,0.54,0,19,16710.0
CUST2788,55,Female,Self-employed,Savings,166,3,119429,14,9,11,1,0.65,0,20,39809.67
CUST2093,40,Male,Self-employed,Savings,152,2,49277,23,9,7,0,0.97,0,16,24638.5
CUST2139,21,Male,Unemployed,Savings,18,1,19575,18,5,13,0,0.76,0,18,19575.0
CUST2701,27,Female,Employed,Savings,30,2,31048,17,5,13,0,0.73,1,18,15524.0
CUST2004,25,Female,Employed,Fixed Deposit,143,1,110697,13,11,7,2,0.59,0,18,110697.0
CUST0606,36,Female,Self-employed,Savings,79,1,190144,17,11,18,1,0.63,0,29,190144.0
CUST2175,32,Male,Self-employed,Savings,143,2,16630,19,6,5,0,0.91,0,11,8315.0
CUST0839,49,Male,Self-employed,Savings,50,2,123536,16,8,8,0,0.96,0,16,61768.0
CUST2041,54,Male,Unemployed,Fixed Deposit,96,3,84516,13,6,15,0,0.98,0,21,28172.0
CUST2795,35,Female,Self-employed,Current,51,4,216990,19,9,12,0,0.99,0,21,54247.5
CUST0499,46,Female,Self-employed,Savings,42,1,557905,15,9,11,0,0.54,1,20,557905.0
CUST0599,28,Female,Employed,Savings,78,1,122004,20,11,15,0,0.52,0,26,122004.0
CUST1658,29,Female,Self-employed,Savings,108,3,177844,18,11,11,0,0.81,1,22,59281.33
CUST0931,35,Male,Employed,Current,27,1,286308,11,8,6,0,0.7,0,14,286308.0
CUST2950,33,Male,Unemployed,Current,22,2,66910,17,3,9,0,0.54,1,12,33455.0
CUST0071,27,Female,Employed,Savings,173,3,274767,16,8,5,0,0.81,0,13,91589.0
CUST1796,39,Female,Self-employed,Current,148,2,363923,15,8,6,0,0.91,0,14,181961.5
CUST0081,29,Male,Employed,Fixed Deposit,81,1,113214,12,6,10,0,0.53,1,16,113214.0
CUST2824,46,Male,Employed,Fixed Deposit,147,1,41751,11,8,11,0,0.92,1,19,41751.0
CUST0876,31,Male,Self-employed,Current,145,1,222296,9,7,9,0,0.74,1,16,222296.0
CUST0896,31,Male,Employed,Savings,74,1,261206,14,7,10,0,0.83,0,17,261206.0
CUST1774,34,Female,Employed,Current,36,1,166852,12,10,8,0,0.81,0,18,166852.0
CUST0270,49,Male,Self-employed,Savings,144,2,165464,11,6,10,1,0.54,0,16,82732.0
CUST1436,41,Male,Self-employed,Savings,63,2,251734,13,9,12,0,0.9,1,21,125867.0
CUST1670,39,Male,Employed,Savings,145,2,113878,13,4,7,0,0.5,0,11,56939.0
CUST2721,24,Male,Employed,Savings,110,3,108723,18,11,13,0,0.66,1,24,36241.0
CUST0628,46,Female,Employed,Savings,73,3,163050,18,10,9,0,0.73,0,19,54350.0
CUST1070,35,Female,Self-employed,Savings,126,2,190520,16,10,11,0,0.72,0,21,95260.0
