Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
40,Female,Unemployed,Current,154,2,185007,14,10,7,0,0.87,17,92503.5
29,Female,Self-employed,Current,88,3,153082,16,15,9,0,0.96,24,51027.33
29,Male,Self-employed,Savings,154,3,42497,7,10,9,1,0.85,19,14165.67
30,Male,Self-employed,Savings,29,3,122717,16,16,8,1,0.98,24,40905.67
43,Female,Employed,Savings,139,1,262809,13,10,13,0,0.77,23,262809.0
51,Female,Employed,Savings,47,3,95762,8,9,10,0,0.91,19,31920.67
30,Female,Employed,Savings,120,3,130160,15,4,10,1,0.54,14,43386.67
33,Male,Employed,Savings,126,2,349247,16,8,7,0,0.5,15,174623.5
21,Female,Employed,Savings,155,3,1693,9,8,9,0,0.82,17,564.33
39,Male,Employed,Savings,142,1,146768,15,9,13,0,0.71,22,146768.0
23,Female,Self-employed,Current,19,4,71499,15,11,6,0,0.53,17,17874.75
43,Female,Self-employed,Current,54,3,106364,18,10,7,0,0.91,17,35454.67
40,Male,Employed,Savings,18,1,27329,14,10,12,0,0.85,22,27329.0
30,Female,Employed,Savings,86,1,14402,16,8,9,1,0.79,17,14402.0
36,Female,Employed,Savings,129,3,45456,16,10,9,0,0.83,19,15152.0
26,Female,Employed,Savings,62,1,167188,12,3,11,0,0.75,14,167188.0
18,Male,Employed,Current,102,2,225543,14,9,21,0,0.59,30,112771.5
38,Male,Employed,Current,176,2,6412,14,11,12,0,0.75,23,3206.0
20,Female,Employed,Savings,156,1,56719,18,7,11,1,0.72,18,56719.0
32,Female,Employed,Fixed Deposit,100,3,7585,21,7,10,2,0.57,17,2528.33
38,Male,Self-employed,Savings,177,3,207362,27,3,12,0,0.78,15,69120.67
29,Male,Self-employed,Savings,100,1,247499,20,6,9,0,0.57,15,247499.0
20,Female,Employed,Fixed Deposit,174,1,29742,17,10,12,0,0.84,22,29742.0
45,Male,Self-employed,Savings,49,1,41140,7,6,9,0,0.87,15,41140.0
41,Male,Self-employed,Savings,126,1,299204,14,6,6,1,0.74,12,299204.0
27,Female,Self-employed,Savings,67,1,27967,13,5,6,0,0.66,11,27967.0
39,Female,Employed,Savings,63,1,131182,8,8,10,1,0.54,18,131182.0
27,Male,Self-employed,Current,28,1,698410,16,8,7,0,0.96,15,698410.0
36,Female,Employed,Fixed Deposit,112,2,84434,9,6,8,0,0.81,14,42217.0
32,Male,Employed,Current,84,2,24278,13,8,14,0,0.91,22,12139.0
18,Female,Employed,Savings,42,2,73267,16,15,13,0,0.77,28,36633.5
29,Female,Employed,Savings,54,2,135358,9,5,6,1,0.86,11,67679.0
30,Female,Self-employed,Savings,139,3,3940,14,13,9,0,0.92,22,1313.33
26,Female,Self-employed,Savings,78,3,474539,15,9,14,0,0.62,23,158179.67
32,Male,Unemployed,Savings,66,1,135195,19,5,12,0,0.98,17,135195.0
36,Female,Employed,Savings,104,1,62124,16,8,10,0,0.59,18,62124.0
35,Male,Self-employed,Savings,29,1,413122,12,4,12,1,0.99,16,413122.0
31,Female,Self-employed,Current,88,3,198894,14,7,12,1,0.68,19,66298.0
24,Male,Self-employed,Savings,90,3,265901,12,2,9,0,0.65,11,88633.67
34,Female,Self-employed,Current,125,3,23457,14,8,10,0,0.6,18,7819.0
33,Male,Employed,Savings,45,1,559723,25,7,10,0,0.81,17,559723.0
18,Female,Employed,Savings,36,4,89612,14,6,17,1,0.56,23,22403.0
35,Male,Employed,Current,51,2,31987,16,8,10,0,0.87,18,15993.5
38,Male,Self-employed,Savings,96,3,58222,13,9,7,0,0.85,16,19407.33
34,Female,Self-employed,Savings,20,1,43019,15,9,11,0,0.88,20,43019.0
27,Female,Unemployed,Savings,54,1,56495,12,6,7,0,0.72,13,56495.0
46,Male,Employed,Current,105,1,135528,19,8,9,0,0.52,17,135528.0
41,Female,Employed,Fixed Deposit,107,4,36621,16,2,8,0,0.99,10,9155.25
34,Female,Employed,Savings,95,2,156399,14,8,12,0,0.96,20,78199.5
38,Male,Unemployed,Current,18,1,59977,14,14,9,0,0.89,23,59977.0
47,Male,Employed,Savings,30,1,61649,8,9,13,0,0.81,22,61649.0
49,Male,Unemployed,Savings,22,4,13413,15,4,14,0,0.85,18,3353.25
34,Male,Self-employed,Current,142,1,174823,16,5,11,0,0.99,16,174823.0
33,Female,Employed,Savings,130,3,67083,23,11,8,0,0.58,19,22361.0
33,Male,Self-employed,Savings,60,2,27366,12,5,10,0,0.54,15,13683.0
30,Female,Self-employed,Savings,134,2,38243,19,7,16,0,0.93,23,19121.5
40,Female,Self-employed,Current,91,1,73133,17,6,2,0,0.79,8,73133.0
43,Male,Employed,Fixed Deposit,124,2,765533,26,2,7,0,0.97,9,382766.5
45,Male,Employed,Current,145,1,19957,19,10,13,0,0.83,23,19957.0
39,Male,Self-employed,Savings,50,3,113551,19,9,10,0,0.82,19,37850.33
20,Male,Employed,Current,166,1,89670,14,5,10,0,0.91,15,89670.0
32,Male,Employed,Savings,137,2,82492,15,1,14,0,0.78,15,41246.0
30,Male,Self-employed,Savings,61,2,114525,12,7,8,0,0.76,15,57262.5
48,Male,Employed,Savings,179,1,3100,17,11,8,0,0.78,19,3100.0
37,Male,Employed,Savings,140,3,47084,14,7,9,0,0.63,16,15694.67
44,Female,Employed,Savings,113,4,124842,19,5,6,0,0.92,11,31210.5
50,Male,Employed,Current,147,1,219049,12,8,9,0,0.9,17,219049.0
30,Male,Self-employed,Savings,131,2,124830,16,7,6,0,0.54,13,62415.0
48,Female,Employed,Savings,153,1,22230,14,8,8,1,0.96,16,22230.0
35,Female,Employed,Savings,33,2,46122,12,3,13,1,0.83,16,23061.0
19,Male,Self-employed,Savings,171,4,451164,13,11,10,0,0.78,21,112791.0
22,Male,Self-employed,Savings,36,1,147724,19,14,14,0,0.79,28,147724.0
46,Male,Employed,Savings,118,1,56193,9,12,4,0,0.79,16,56193.0
41,Male,Self-employed,Savings,41,2,31401,16,7,7,0,0.51,14,15700.5
39,Female,Employed,Fixed Deposit,141,2,31360,13,7,9,0,0.93,16,15680.0
25,Female,Employed,Current,121,4,135630,12,5,13,0,0.5,18,33907.5
32,Male,Unemployed,Fixed Deposit,174,2,17425,30,14,15,0,0.82,29,8712.5
29,Female,Self-employed,Fixed Deposit,154,1,13602,15,10,9,0,0.57,19,13602.0
44,Female,Employed,Savings,94,2,209856,15,10,9,0,0.54,19,104928.0
33,Male,Employed,Current,40,3,66847,11,14,9,0,0.93,23,22282.33
32,Female,Employed,Savings,118,1,267199,13,7,9,0,0.97,16,267199.0
36,Male,Employed,Savings,16,1,122259,16,5,6,0,0.93,11,122259.0
37,Female,Employed,Savings,27,4,66189,10,6,7,0,0.86,13,16547.25
50,Male,Employed,Savings,70,1,104262,11,6,11,0,0.77,17,104262.0
53,Female,Employed,Savings,66,1,55656,16,7,13,0,0.63,20,55656.0
25,Female,Employed,Fixed Deposit,102,3,89693,19,8,12,0,0.79,20,29897.67
50,Male,Employed,Savings,20,1,255627,15,9,10,0,0.91,19,255627.0
20,Female,Self-employed,Current,13,2,178177,15,7,10,0,0.99,17,89088.5
43,Female,Unemployed,Savings,35,1,8446,10,8,8,0,0.76,16,8446.0
42,Female,Employed,Savings,58,4,442500,10,8,13,0,0.7,21,110625.0
18,Male,Unemployed,Fixed Deposit,63,1,137511,12,3,9,0,0.64,12,137511.0
33,Female,Employed,Savings,157,4,101448,8,10,5,0,0.9,15,25362.0
28,Female,Self-employed,Savings,74,1,165571,15,8,16,0,0.57,24,165571.0
30,Female,Employed,Current,34,4,221279,14,9,13,0,0.9,22,55319.75
35,Male,Employed,Fixed Deposit,13,1,37233,11,13,9,0,0.89,22,37233.0
34,Male,Employed,Savings,78,2,195112,5,5,9,1,0.72,14,97556.0
30,Female,Self-employed,Current,58,4,522844,14,7,11,0,0.82,18,130711.0
33,Male,Unemployed,Savings,163,1,10958,20,3,7,0,0.8,10,10958.0
43,Male,Self-employed,Savings,98,1,70294,16,10,10,0,0.83,20,70294.0
30,Female,Unemployed,Current,82,1,25581,19,4,8,0,0.85,12,25581.0
39,Male,Self-employed,Savings,29,1,229519,15,7,9,0,0.81,16,229519.0
44,Female,Employed,Savings,95,1,63703,14,4,11,0,0.56,15,63703.0
31,Female,Employed,Savings,23,4,132875,17,10,9,0,0.5,19,33218.75
21,Female,Unemployed,Current,13,1,338038,20,10,10,0,0.87,20,338038.0
31,Male,Employed,Savings,152,3,275456,15,10,14,0,0.52,24,91818.67
34,Female,Employed,Current,27,1,24124,12,8,3,0,0.65,11,24124.0
32,Female,Self-employed,Savings,50,1,154369,11,12,8,0,0.66,20,154369.0
25,Female,Employed,Current,34,1,104252,20,4,9,0,0.94,13,104252.0
39,Female,Employed,Savings,104,4,169140,13,5,14,0,0.56,19,42285.0
45,Female,Employed,Current,40,3,92740,8,10,11,0,0.87,21,30913.33
32,Female,Unemployed,Fixed Deposit,40,2,240937,10,5,11,0,0.91,16,120468.5
46,Male,Employed,Current,32,1,108051,15,7,13,0,0.76,20,108051.0
47,Male,Unemployed,Current,52,2,55427,23,11,10,0,0.57,21,27713.5
31,Male,Employed,Savings,118,1,73571,18,9,5,0,0.88,14,73571.0
38,Female,Employed,Fixed Deposit,65,2,167793,12,9,13,0,0.72,22,83896.5
52,Female,Self-employed,Savings,65,2,48787,11,9,10,0,0.75,19,24393.5
39,Male,Employed,Current,71,1,189727,13,7,13,0,0.69,20,189727.0
18,Male,Employed,Savings,132,1,220926,20,8,13,0,0.52,21,220926.0
35,Female,Employed,Current,147,2,303358,15,6,12,2,0.5,18,151679.0
27,Male,Employed,Current,66,1,33273,15,6,13,0,0.71,19,33273.0
29,Female,Employed,Savings,97,1,18407,10,4,11,0,0.82,15,18407.0
30,Male,Unemployed,Savings,36,2,12920,21,13,9,0,0.73,22,6460.0
25,Male,Unemployed,Current,86,2,215738,13,11,12,0,0.52,23,107869.0
49,Female,Employed,Savings,173,2,271707,11,10,11,0,0.72,21,135853.5
46,Male,Employed,Savings,68,3,248015,13,9,9,0,0.79,18,82671.67
39,Male,Employed,Savings,155,3,19657,20,11,11,0,0.52,22,6552.33
36,Female,Self-employed,Savings,115,2,5851,17,4,10,0,0.81,14,2925.5
33,Female,Employed,Current,122,2,10546,16,6,4,0,0.81,10,5273.0
34,Male,Employed,Current,146,3,140125,20,14,9,0,0.75,23,46708.33
59,Female,Employed,Savings,34,2,13407,14,9,9,0,0.97,18,6703.5
25,Male,Self-employed,Current,124,2,69839,13,6,9,0,0.66,15,34919.5
24,Female,Employed,Savings,90,1,42340,16,5,7,1,0.62,12,42340.0
40,Female,Self-employed,Current,72,2,149227,6,4,10,0,0.67,14,74613.5
30,Male,Employed,Savings,165,1,114107,10,12,15,0,0.62,27,114107.0
20,Female,Self-employed,Savings,166,1,186102,16,7,11,0,0.54,18,186102.0
22,Male,Employed,Fixed Deposit,123,3,17738,15,10,8,1,0.99,18,5912.67
28,Female,Self-employed,Savings,18,2,17139,12,10,9,0,0.79,19,8569.5
38,Male,Unemployed,Savings,140,4,179258,14,2,7,1,1.0,9,44814.5
27,Male,Self-employed,Savings,137,1,49267,11,9,11,0,0.98,20,49267.0
28,Female,Self-employed,Savings,65,1,121002,22,6,11,0,0.55,17,121002.0
40,Female,Self-employed,Fixed Deposit,48,3,120162,12,11,9,1,0.91,20,40054.0
43,Male,Self-employed,Savings,70,3,276834,15,14,14,0,0.51,28,92278.0
34,Female,Self-employed,Savings,85,4,270873,21,6,15,2,0.67,21,67718.25
63,Male,Self-employed,Savings,161,3,18270,13,8,12,0,0.82,20,6090.0
24,Male,Unemployed,Current,105,1,31960,9,8,10,0,0.59,18,31960.0
43,Female,Employed,Current,67,3,307525,10,13,12,0,0.93,25,102508.33
35,Female,Employed,Savings,176,1,8816,13,7,13,0,0.69,20,8816.0
37,Male,Employed,Savings,144,1,237714,17,5,10,1,0.97,15,237714.0
46,Female,Self-employed,Savings,131,1,4599,16,13,10,0,0.96,23,4599.0
42,Female,Employed,Savings,71,2,221898,20,6,6,0,0.58,12,110949.0
25,Male,Self-employed,Savings,59,2,260514,10,4,10,0,0.73,14,130257.0
49,Male,Employed,Savings,22,1,161381,16,4,10,1,0.73,14,161381.0
48,Male,Employed,Fixed Deposit,113,3,190455,17,9,13,0,0.79,22,63485.0
39,Male,Self-employed,Savings,17,1,118271,13,2,8,0,0.61,10,118271.0
32,Female,Employed,Savings,124,2,127451,19,5,9,0,0.54,14,63725.5
20,Female,Employed,Current,42,4,112133,13,9,4,0,0.89,13,28033.25
44,Female,Self-employed,Savings,118,3,14538,15,8,9,0,0.79,17,4846.0
42,Male,Employed,Current,20,3,46981,18,6,12,0,0.97,18,15660.33
43,Male,Employed,Fixed Deposit,120,3,110425,14,7,16,0,0.6,23,36808.33
46,Female,Employed,Savings,143,1,139803,21,6,8,0,0.73,14,139803.0
50,Female,Employed,Savings,109,3,4161,22,14,8,0,0.98,22,1387.0
37,Male,Self-employed,Savings,104,2,217051,13,10,13,0,0.59,23,108525.5
31,Female,Self-employed,Savings,43,4,7534,14,9,10,0,0.58,19,1883.5
31,Male,Self-employed,Savings,60,1,68552,9,12,11,0,0.62,23,68552.0
25,Male,Employed,Savings,135,3,57900,12,7,6,0,0.75,13,19300.0
45,Male,Employed,Savings,143,3,116573,15,6,8,0,0.9,14,38857.67
43,Male,Unemployed,Current,21,1,186622,18,9,11,0,0.66,20,186622.0
49,Male,Employed,Savings,16,4,130785,17,9,12,0,0.51,21,32696.25
45,Male,Self-employed,Savings,172,2,64853,10,8,6,1,0.89,14,32426.5
31,Female,Self-employed,Savings,85,2,50504,17,6,10,0,0.63,16,25252.0
25,Male,Self-employed,Current,150,3,230608,15,7,5,0,0.97,12,76869.33
42,Male,Unemployed,Fixed Deposit,177,2,78661,11,5,9,0,0.63,14,39330.5
48,Female,Employed,Fixed Deposit,161,2,145791,15,3,6,0,0.66,9,72895.5
38,Female,Unemployed,Savings,96,1,146152,19,5,12,0,0.76,17,146152.0
33,Male,Self-employed,Current,61,1,101604,17,1,10,0,0.87,11,101604.0
46,Male,Employed,Savings,101,3,178397,12,3,13,0,0.56,16,59465.67
38,Female,Employed,Savings,77,2,217121,18,9,15,0,0.87,24,108560.5
51,Female,Unemployed,Current,152,1,200058,16,4,12,0,0.73,16,200058.0
37,Male,Employed,Current,157,1,382949,12,7,16,0,0.78,23,382949.0
18,Female,Employed,Fixed Deposit,116,1,345024,20,5,7,0,0.63,12,345024.0
28,Male,Employed,Current,126,4,260101,16,6,10,1,0.78,16,65025.25
32,Female,Self-employed,Savings,107,1,50370,13,10,11,0,0.94,21,50370.0
54,Male,Employed,Savings,162,1,101312,10,10,7,0,0.55,17,101312.0
29,Female,Self-employed,Savings,83,2,23751,8,7,7,0,0.51,14,11875.5
18,Female,Self-employed,Current,138,1,251104,23,10,9,0,0.79,19,251104.0
27,Female,Employed,Savings,165,1,240751,8,13,9,0,0.75,22,240751.0
40,Male,Employed,Savings,46,1,149796,12,6,10,1,0.78,16,149796.0
27,Female,Employed,Current,53,1,84383,15,11,7,0,0.53,18,84383.0
38,Female,Employed,Current,129,4,183569,19,8,11,0,0.53,19,45892.25
33,Female,Unemployed,Savings,140,4,7124,16,10,11,0,0.85,21,1781.0
22,Female,Employed,Savings,178,4,91419,14,12,6,0,0.69,18,22854.75
21,Male,Self-employed,Savings,111,2,158334,14,15,7,0,0.58,22,79167.0
41,Female,Employed,Savings,92,1,315059,17,7,12,0,0.96,19,315059.0
38,Male,Employed,Savings,72,2,13484,11,2,9,0,0.79,11,6742.0
38,Female,Unemployed,Savings,165,1,183286,11,6,12,1,0.75,18,183286.0
31,Male,Self-employed,Savings,78,1,383400,18,7,12,1,0.71,19,383400.0
42,Female,Employed,Savings,46,1,269627,10,11,11,0,0.57,22,269627.0
55,Female,Employed,Current,127,3,230454,17,4,4,0,0.62,8,76818.0
29,Male,Employed,Savings,95,1,96143,14,7,12,1,0.76,19,96143.0
37,Female,Employed,Current,21,3,260029,16,3,15,0,0.73,18,86676.33
43,Female,Employed,Current,57,1,292428,20,9,9,0,0.9,18,292428.0
40,Female,Employed,Current,86,1,132189,16,4,12,0,0.99,16,132189.0
62,Female,Self-employed,Savings,115,2,434122,13,9,9,0,0.71,18,217061.0
39,Male,Employed,Savings,47,2,27007,15,12,8,0,0.65,20,13503.5
46,Female,Employed,Savings,64,3,105035,12,6,9,0,0.65,15,35011.67
31,Female,Unemployed,Savings,24,2,252091,24,8,6,0,0.75,14,126045.5
30,Female,Unemployed,Current,113,3,237901,18,8,8,0,0.99,16,79300.33
29,Female,Employed,Current,36,2,110118,19,9,7,0,0.71,16,55059.0
30,Female,Self-employed,Savings,159,2,139565,10,8,10,0,0.59,18,69782.5
56,Male,Employed,Savings,58,4,266915,12,7,7,0,0.96,14,66728.75
31,Female,Employed,Savings,61,1,93705,15,10,12,0,0.91,22,93705.0
37,Male,Employed,Savings,14,1,56995,17,9,6,0,0.62,15,56995.0
26,Female,Employed,Savings,89,2,46687,10,10,7,0,0.99,17,23343.5
35,Male,Employed,Savings,139,2,16847,18,8,14,0,0.78,22,8423.5
48,Female,Employed,Savings,33,1,11115,12,5,7,1,0.83,12,11115.0
35,Female,Employed,Current,118,1,136164,19,10,12,0,0.55,22,136164.0
29,Female,Self-employed,Savings,27,3,34058,12,10,13,0,0.67,23,11352.67
26,Female,Self-employed,Savings,142,2,140225,16,7,8,1,0.59,15,70112.5
38,Female,Unemployed,Savings,119,1,7337,15,5,9,0,0.66,14,7337.0
42,Male,Employed,Fixed Deposit,165,4,55564,17,10,12,0,0.86,22,13891.0
46,Female,Employed,Current,104,3,93107,22,9,8,0,0.69,17,31035.67
25,Male,Employed,Savings,170,2,63058,16,4,11,0,0.67,15,31529.0
48,Male,Employed,Savings,148,2,148029,16,7,5,0,0.99,12,74014.5
47,Male,Employed,Savings,171,3,692012,8,10,15,0,0.81,25,230670.67
34,Female,Employed,Current,20,1,13763,10,7,10,0,0.55,17,13763.0
21,Male,Self-employed,Savings,19,3,8523,10,4,10,0,0.77,14,2841.0
32,Female,Employed,Fixed Deposit,118,1,94414,16,10,10,1,0.53,20,94414.0
41,Female,Self-employed,Savings,134,1,11628,11,14,3,0,0.5,17,11628.0
19,Male,Self-employed,Savings,163,2,14999,15,17,16,0,0.62,33,7499.5
29,Female,Employed,Current,51,2,48511,17,9,17,1,0.87,26,24255.5
36,Male,Employed,Savings,106,2,186311,14,9,7,1,0.97,16,93155.5
18,Female,Employed,Savings,80,1,133108,7,10,11,0,0.83,21,133108.0
35,Female,Self-employed,Fixed Deposit,119,1,37649,14,7,7,0,0.58,14,37649.0
45,Female,Unemployed,Savings,59,2,325228,14,13,8,1,0.82,21,162614.0
34,Female,Employed,Current,33,1,9865,18,7,13,0,0.54,20,9865.0
29,Male,Employed,Fixed Deposit,114,1,10649,13,9,11,1,0.98,20,10649.0
41,Male,Employed,Savings,28,3,251819,17,10,10,1,0.69,20,83939.67
50,Male,Employed,Current,155,3,24256,19,6,7,0,0.64,13,8085.33
39,Male,Employed,Savings,72,2,12283,16,7,7,0,0.73,14,6141.5
39,Female,Employed,Savings,77,1,73465,11,16,8,0,0.75,24,73465.0
27,Female,Employed,Savings,94,1,199765,10,3,12,0,0.55,15,199765.0
32,Female,Employed,Current,52,1,15806,12,14,10,0,0.78,24,15806.0
18,Female,Self-employed,Current,113,2,87630,14,6,11,0,0.54,17,43815.0
52,Female,Employed,Current,140,1,69390,11,5,10,0,0.73,15,69390.0
46,Male,Employed,Savings,65,2,320378,14,10,12,1,0.75,22,160189.0
45,Male,Employed,Savings,143,1,282521,12,6,13,0,0.85,19,282521.0
37,Female,Unemployed,Fixed Deposit,174,4,26820,19,11,9,1,0.67,20,6705.0
35,Female,Unemployed,Savings,23,3,441790,23,7,13,0,0.78,20,147263.33
33,Female,Employed,Savings,44,4,38947,12,4,8,0,0.87,12,9736.75
31,Male,Employed,Savings,18,4,665217,16,6,11,0,0.72,17,166304.25
25,Male,Unemployed,Savings,118,2,178711,14,6,10,0,0.95,16,89355.5
45,Female,Self-employed,Fixed Deposit,161,2,44900,12,10,14,0,0.81,24,22450.0
37,Female,Self-employed,Savings,37,4,296178,10,8,13,0,0.76,21,74044.5
46,Female,Employed,Current,141,2,67599,10,7,9,0,0.71,16,33799.5
31,Female,Unemployed,Current,93,2,470604,17,12,18,1,0.77,30,235302.0
34,Male,Employed,Current,49,2,17479,16,3,14,1,0.59,17,8739.5
33,Male,Employed,Fixed Deposit,179,3,391202,14,8,10,0,0.99,18,130400.67
40,Female,Employed,Savings,77,1,72066,13,9,12,0,0.77,21,72066.0
35,Female,Self-employed,Savings,79,3,300983,17,3,7,0,0.62,10,100327.67
55,Male,Employed,Savings,103,3,100724,23,9,10,0,0.76,19,33574.67
29,Female,Employed,Savings,151,3,212133,16,11,7,1,0.71,18,70711.0
36,Female,Self-employed,Savings,129,3,16112,17,7,8,0,0.78,15,5370.67
43,Male,Self-employed,Current,83,1,125866,11,5,7,0,0.93,12,125866.0
24,Female,Unemployed,Current,146,2,110743,14,12,10,0,0.9,22,55371.5
32,Male,Employed,Savings,124,3,177383,15,8,9,2,0.72,17,59127.67
44,Male,Self-employed,Current,55,4,6001,19,14,8,0,0.75,22,1500.25
20,Female,Unemployed,Savings,177,1,206458,17,6,8,0,0.59,14,206458.0
23,Female,Employed,Savings,50,4,108379,14,2,7,0,0.8,9,27094.75
19,Female,Employed,Current,32,4,79059,10,2,11,0,0.53,13,19764.75
40,Male,Employed,Savings,172,3,156275,22,8,10,1,0.86,18,52091.67
42,Female,Employed,Savings,63,1,11205,14,7,7,0,0.56,14,11205.0
34,Male,Self-employed,Savings,72,3,80195,21,9,12,0,0.98,21,26731.67
31,Male,Self-employed,Savings,14,1,64214,19,4,10,0,0.84,14,64214.0
31,Male,Self-employed,Savings,168,1,58757,20,5,6,0,0.81,11,58757.0
34,Female,Employed,Savings,138,2,130818,20,7,9,1,0.94,16,65409.0
32,Male,Employed,Savings,159,4,45100,15,8,9,0,0.76,17,11275.0
21,Female,Employed,Current,108,4,73898,17,6,16,0,0.85,22,18474.5
23,Female,Employed,Fixed Deposit,40,1,99564,14,6,6,0,0.77,12,99564.0
32,Male,Employed,Current,110,1,142781,11,9,15,0,0.96,24,142781.0
44,Male,Unemployed,Savings,53,2,359221,10,8,12,0,0.99,20,179610.5
26,Female,Employed,Current,117,4,400931,10,11,9,1,0.58,20,100232.75
49,Female,Employed,Savings,118,2,94045,22,12,8,0,0.89,20,47022.5
24,Male,Self-employed,Savings,99,4,820143,10,4,10,0,1.0,14,205035.75
28,Male,Employed,Savings,152,3,82752,20,10,9,0,0.73,19,27584.0
37,Female,Employed,Current,79,2,371112,13,9,12,0,0.97,21,185556.0
43,Female,Employed,Savings,46,1,240160,9,10,10,0,0.9,20,240160.0
25,Male,Employed,Fixed Deposit,15,1,361029,13,7,9,1,0.71,16,361029.0
26,Male,Employed,Current,104,1,31174,16,9,11,0,0.72,20,31174.0
34,Female,Employed,Current,164,1,44177,10,4,14,0,0.95,18,44177.0
47,Male,Employed,Savings,96,2,28247,13,6,10,0,0.87,16,14123.5
34,Female,Self-employed,Savings,140,1,182294,20,6,10,0,0.62,16,182294.0
48,Male,Self-employed,Current,39,4,138175,15,13,5,2,0.96,18,34543.75
31,Female,Employed,Savings,88,1,401682,19,11,10,0,0.63,21,401682.0
36,Male,Self-employed,Current,99,2,34913,11,13,9,0,0.56,22,17456.5
24,Male,Self-employed,Savings,144,1,135866,15,7,15,1,0.74,22,135866.0
41,Female,Employed,Fixed Deposit,40,4,23260,17,5,13,0,0.56,18,5815.0
38,Female,Employed,Savings,136,1,144711,16,6,14,0,0.67,20,144711.0
33,Female,Unemployed,Fixed Deposit,76,2,650168,15,8,10,0,0.62,18,325084.0
29,Female,Self-employed,Savings,94,3,130856,14,5,12,0,0.59,17,43618.67
42,Male,Self-employed,Current,24,2,198260,10,7,15,0,0.69,22,99130.0
37,Male,Unemployed,Savings,28,1,39071,17,14,8,1,0.99,22,39071.0
31,Female,Employed,Current,107,3,14231,11,8,13,0,0.91,21,4743.67
27,Male,Employed,Savings,31,2,275961,10,3,9,0,0.92,12,137980.5
22,Female,Employed,Savings,162,1,262482,9,7,15,0,0.57,22,262482.0
38,Male,Employed,Savings,145,2,69531,15,6,10,0,0.97,16,34765.5
46,Male,Employed,Current,33,1,169279,13,14,12,0,0.67,26,169279.0
37,Female,Employed,Savings,179,2,66725,17,7,8,0,0.55,15,33362.5
23,Male,Employed,Savings,42,2,61138,12,10,12,0,0.71,22,30569.0
44,Female,Employed,Savings,157,3,10310,12,8,11,0,0.58,19,3436.67
23,Male,Employed,Current,159,2,160421,17,9,10,0,0.79,19,80210.5
35,Female,Employed,Savings,24,1,103072,19,9,10,0,0.94,19,103072.0
37,Male,Employed,Fixed Deposit,174,2,25520,15,7,5,2,0.98,12,12760.0
36,Female,Self-employed,Fixed Deposit,123,1,38748,16,4,12,0,0.69,16,38748.0
23,Male,Employed,Savings,119,1,218798,16,8,9,0,0.77,17,218798.0
31,Male,Employed,Current,169,1,52437,10,5,7,1,0.95,12,52437.0
34,Male,Unemployed,Savings,81,2,37988,16,6,9,0,0.62,15,18994.0
31,Female,Employed,Fixed Deposit,68,1,246363,15,3,9,0,0.72,12,246363.0
31,Female,Employed,Savings,88,1,159302,21,6,8,1,0.74,14,159302.0
45,Male,Employed,Savings,164,2,150580,11,7,6,1,0.61,13,75290.0
41,Male,Employed,Savings,159,1,104028,19,10,6,0,0.95,16,104028.0
28,Male,Self-employed,Savings,164,1,391376,11,7,8,0,0.94,15,391376.0
47,Male,Unemployed,Savings,54,4,40509,20,4,15,0,0.52,19,10127.25
30,Female,Self-employed,Savings,70,2,257089,17,11,13,1,0.94,24,128544.5
46,Male,Self-employed,Fixed Deposit,180,1,105994,16,7,12,1,0.74,19,105994.0
38,Male,Unemployed,Current,127,1,22068,20,6,14,0,0.82,20,22068.0
45,Male,Self-employed,Savings,70,2,154666,11,6,12,0,0.72,18,77333.0
46,Female,Employed,Savings,100,2,598144,16,7,6,0,0.61,13,299072.0
46,Female,Employed,Savings,20,2,66238,15,6,4,0,0.71,10,33119.0
48,Female,Employed,Savings,97,1,5214,14,9,7,1,0.63,16,5214.0
33,Female,Employed,Savings,98,2,337950,19,11,9,0,0.91,20,168975.0
38,Male,Employed,Savings,165,1,119325,12,6,7,0,0.81,13,119325.0
18,Male,Employed,Savings,75,1,95144,17,11,13,0,0.84,24,95144.0
